exp_num,exp_dir,metrics_exists,strategy,n_target_labels,target_label_seed,actual_cal_n,actual_eval_n,effective_n_target_labels,calibration_n_capped,min_target_eval_rows,min_target_eval_rows_satisfied,overlap_total,target_r2,target_mae_log,target_smape,target_slope,target_bias_log,target_overflow_pred,created_utc,pair_source,pair_target,regime,run_id,overlap,limitations
108,experiments/EXP-108_few_shot_repair_non1337_stacked_n50_seed2024,True,stacked,50,2024,50,173,50,False,50,True,223,-0.09866826422047059,0.09581412739899198,64.73907166617082,-1.4269389466038362,0.013470486791323363,False,2026-03-16T23:06:30Z,,,hardware_cpu_standard,EXP-108_few_shot_repair_non1337_stacked_n50_seed2024,"{""matched_source_n"": 6995, ""matched_target_n"": 223, ""overlap_band"": [0.2, 0.8], ""run_id"": ""EXP-001_regime_matching_baseline""}","Few-shot strategy=stacked, N=50. Calibration set sampled stratified by label quartile. || hardware_cpu_standard uses recovered hardware metadata from config/clusters.json: gpu_count_per_node<=0 and node_memory_gb<512, with partition recovered from queue."
109,experiments/EXP-109_few_shot_repair_non1337_stacked_n50_seed2025,True,stacked,50,2025,50,173,50,False,50,True,223,0.06412089744632343,0.08802927540873166,64.36484781049472,2.430886959228408,0.005475329631623567,False,2026-03-16T23:08:13Z,,,hardware_cpu_standard,EXP-109_few_shot_repair_non1337_stacked_n50_seed2025,"{""matched_source_n"": 6995, ""matched_target_n"": 223, ""overlap_band"": [0.2, 0.8], ""run_id"": ""EXP-001_regime_matching_baseline""}","Few-shot strategy=stacked, N=50. Calibration set sampled stratified by label quartile. || hardware_cpu_standard uses recovered hardware metadata from config/clusters.json: gpu_count_per_node<=0 and node_memory_gb<512, with partition recovered from queue."
110,experiments/EXP-110_few_shot_repair_non1337_stacked_n100_seed2024,True,stacked,100,2024,100,123,100,False,50,True,223,0.08313245207402398,0.08946332412124147,66.10745215040214,1.3559436689375952,-0.006089176748011252,False,2026-03-16T23:09:31Z,,,hardware_cpu_standard,EXP-110_few_shot_repair_non1337_stacked_n100_seed2024,"{""matched_source_n"": 6995, ""matched_target_n"": 223, ""overlap_band"": [0.2, 0.8], ""run_id"": ""EXP-001_regime_matching_baseline""}","Few-shot strategy=stacked, N=100. Calibration set sampled stratified by label quartile. || hardware_cpu_standard uses recovered hardware metadata from config/clusters.json: gpu_count_per_node<=0 and node_memory_gb<512, with partition recovered from queue."
111,experiments/EXP-111_few_shot_repair_non1337_stacked_n100_seed2025,True,stacked,100,2025,100,123,100,False,50,True,223,0.03951192095364542,0.08879276676558026,64.84586588771782,0.770900088129852,0.00588653498583589,False,2026-03-16T23:11:38Z,,,hardware_cpu_standard,EXP-111_few_shot_repair_non1337_stacked_n100_seed2025,"{""matched_source_n"": 6995, ""matched_target_n"": 223, ""overlap_band"": [0.2, 0.8], ""run_id"": ""EXP-001_regime_matching_baseline""}","Few-shot strategy=stacked, N=100. Calibration set sampled stratified by label quartile. || hardware_cpu_standard uses recovered hardware metadata from config/clusters.json: gpu_count_per_node<=0 and node_memory_gb<512, with partition recovered from queue."
112,experiments/EXP-112_few_shot_repair_non1337_stacked_n200_seed2024,True,stacked,200,2024,173,50,173,True,50,True,223,-0.13014011944936965,0.08526959036743513,61.02334877878546,-0.02813889517518004,0.023618290919710266,False,2026-03-16T23:13:46Z,,,hardware_cpu_standard,EXP-112_few_shot_repair_non1337_stacked_n200_seed2024,"{""matched_source_n"": 6995, ""matched_target_n"": 223, ""overlap_band"": [0.2, 0.8], ""run_id"": ""EXP-001_regime_matching_baseline""}","Few-shot strategy=stacked, N=200. Calibration set sampled stratified by label quartile. || hardware_cpu_standard uses recovered hardware metadata from config/clusters.json: gpu_count_per_node<=0 and node_memory_gb<512, with partition recovered from queue. || Requested target calibration size 200 was capped to 173 to preserve at least 50 target evaluation rows."
113,experiments/EXP-113_few_shot_repair_non1337_stacked_n200_seed2025,True,stacked,200,2025,173,50,173,True,50,True,223,0.07360335742034863,0.09582475113007473,68.24742168805902,1.6028226709233742,0.01563570581867009,False,2026-03-16T23:15:45Z,,,hardware_cpu_standard,EXP-113_few_shot_repair_non1337_stacked_n200_seed2025,"{""matched_source_n"": 6995, ""matched_target_n"": 223, ""overlap_band"": [0.2, 0.8], ""run_id"": ""EXP-001_regime_matching_baseline""}","Few-shot strategy=stacked, N=200. Calibration set sampled stratified by label quartile. || hardware_cpu_standard uses recovered hardware metadata from config/clusters.json: gpu_count_per_node<=0 and node_memory_gb<512, with partition recovered from queue. || Requested target calibration size 200 was capped to 173 to preserve at least 50 target evaluation rows."
114,experiments/EXP-114_few_shot_repair_non1337_stacked_n500_seed2024,True,stacked,500,2024,173,50,173,True,50,True,223,-0.13014011944936965,0.08526959036743513,61.02334877878546,-0.02813889517518004,0.023618290919710266,False,2026-03-16T23:17:48Z,,,hardware_cpu_standard,EXP-114_few_shot_repair_non1337_stacked_n500_seed2024,"{""matched_source_n"": 6995, ""matched_target_n"": 223, ""overlap_band"": [0.2, 0.8], ""run_id"": ""EXP-001_regime_matching_baseline""}","Few-shot strategy=stacked, N=500. Calibration set sampled stratified by label quartile. || hardware_cpu_standard uses recovered hardware metadata from config/clusters.json: gpu_count_per_node<=0 and node_memory_gb<512, with partition recovered from queue. || Requested target calibration size 500 was capped to 173 to preserve at least 50 target evaluation rows."
115,experiments/EXP-115_few_shot_repair_non1337_stacked_n500_seed2025,True,stacked,500,2025,173,50,173,True,50,True,223,0.07360335742034863,0.09582475113007473,68.24742168805902,1.6028226709233742,0.01563570581867009,False,2026-03-16T23:19:56Z,,,hardware_cpu_standard,EXP-115_few_shot_repair_non1337_stacked_n500_seed2025,"{""matched_source_n"": 6995, ""matched_target_n"": 223, ""overlap_band"": [0.2, 0.8], ""run_id"": ""EXP-001_regime_matching_baseline""}","Few-shot strategy=stacked, N=500. Calibration set sampled stratified by label quartile. || hardware_cpu_standard uses recovered hardware metadata from config/clusters.json: gpu_count_per_node<=0 and node_memory_gb<512, with partition recovered from queue. || Requested target calibration size 500 was capped to 173 to preserve at least 50 target evaluation rows."
116,experiments/EXP-116_few_shot_repair_non1337_target_only_n10_seed2024,True,target_only,10,2024,10,213,10,False,50,True,223,-0.32936319254708724,0.08359003234016733,37.89450358710678,-0.5810901038618753,0.05458281633629302,False,2026-03-16T23:21:56Z,,,hardware_cpu_standard,EXP-116_few_shot_repair_non1337_target_only_n10_seed2024,"{""matched_source_n"": 6995, ""matched_target_n"": 223, ""overlap_band"": [0.2, 0.8], ""run_id"": ""EXP-001_regime_matching_baseline""}","Few-shot strategy=target_only, N=10. Calibration set sampled stratified by label quartile. || hardware_cpu_standard uses recovered hardware metadata from config/clusters.json: gpu_count_per_node<=0 and node_memory_gb<512, with partition recovered from queue."
117,experiments/EXP-117_few_shot_repair_non1337_target_only_n10_seed2025,True,target_only,10,2025,10,213,10,False,50,True,223,-0.1784149251453604,0.08672260186109247,46.72347464297171,-0.8378492261954107,0.023286971572687318,False,2026-03-16T23:23:59Z,,,hardware_cpu_standard,EXP-117_few_shot_repair_non1337_target_only_n10_seed2025,"{""matched_source_n"": 6995, ""matched_target_n"": 223, ""overlap_band"": [0.2, 0.8], ""run_id"": ""EXP-001_regime_matching_baseline""}","Few-shot strategy=target_only, N=10. Calibration set sampled stratified by label quartile. || hardware_cpu_standard uses recovered hardware metadata from config/clusters.json: gpu_count_per_node<=0 and node_memory_gb<512, with partition recovered from queue."
118,experiments/EXP-118_few_shot_repair_non1337_target_only_n25_seed2024,True,target_only,25,2024,25,198,25,False,50,True,223,0.017669930115083887,0.09047942925214787,66.93770888578383,0.6753195437565613,-0.0015841185310409764,False,2026-03-16T23:26:01Z,,,hardware_cpu_standard,EXP-118_few_shot_repair_non1337_target_only_n25_seed2024,"{""matched_source_n"": 6995, ""matched_target_n"": 223, ""overlap_band"": [0.2, 0.8], ""run_id"": ""EXP-001_regime_matching_baseline""}","Few-shot strategy=target_only, N=25. Calibration set sampled stratified by label quartile. || hardware_cpu_standard uses recovered hardware metadata from config/clusters.json: gpu_count_per_node<=0 and node_memory_gb<512, with partition recovered from queue."
119,experiments/EXP-119_few_shot_repair_non1337_target_only_n25_seed2025,True,target_only,25,2025,25,198,25,False,50,True,223,0.020354383002380017,0.08554219669694493,63.53019413116456,1.0207158597340085,0.014949898407831454,False,2026-03-16T23:28:06Z,,,hardware_cpu_standard,EXP-119_few_shot_repair_non1337_target_only_n25_seed2025,"{""matched_source_n"": 6995, ""matched_target_n"": 223, ""overlap_band"": [0.2, 0.8], ""run_id"": ""EXP-001_regime_matching_baseline""}","Few-shot strategy=target_only, N=25. Calibration set sampled stratified by label quartile. || hardware_cpu_standard uses recovered hardware metadata from config/clusters.json: gpu_count_per_node<=0 and node_memory_gb<512, with partition recovered from queue."
120,experiments/EXP-120_few_shot_repair_non1337_target_only_n50_seed2024,True,target_only,50,2024,50,173,50,False,50,True,223,-0.1215917392721253,0.0970470789756254,65.9861178664441,-1.6653300604530628,0.012141889899935355,False,2026-03-16T23:30:08Z,,,hardware_cpu_standard,EXP-120_few_shot_repair_non1337_target_only_n50_seed2024,"{""matched_source_n"": 6995, ""matched_target_n"": 223, ""overlap_band"": [0.2, 0.8], ""run_id"": ""EXP-001_regime_matching_baseline""}","Few-shot strategy=target_only, N=50. Calibration set sampled stratified by label quartile. || hardware_cpu_standard uses recovered hardware metadata from config/clusters.json: gpu_count_per_node<=0 and node_memory_gb<512, with partition recovered from queue."
121,experiments/EXP-121_few_shot_repair_non1337_target_only_n50_seed2025,True,target_only,50,2025,50,173,50,False,50,True,223,0.053360220693175475,0.08921974043871153,65.09163336111389,2.8151498904246957,0.004133686493511963,False,2026-03-16T23:32:05Z,,,hardware_cpu_standard,EXP-121_few_shot_repair_non1337_target_only_n50_seed2025,"{""matched_source_n"": 6995, ""matched_target_n"": 223, ""overlap_band"": [0.2, 0.8], ""run_id"": ""EXP-001_regime_matching_baseline""}","Few-shot strategy=target_only, N=50. Calibration set sampled stratified by label quartile. || hardware_cpu_standard uses recovered hardware metadata from config/clusters.json: gpu_count_per_node<=0 and node_memory_gb<512, with partition recovered from queue."
122,experiments/EXP-122_few_shot_repair_non1337_target_only_n100_seed2024,True,target_only,100,2024,100,123,100,False,50,True,223,0.07359720510781909,0.0899438227300826,64.2159078337093,1.2760724367579175,-0.006291428970370022,False,2026-03-16T23:34:02Z,,,hardware_cpu_standard,EXP-122_few_shot_repair_non1337_target_only_n100_seed2024,"{""matched_source_n"": 6995, ""matched_target_n"": 223, ""overlap_band"": [0.2, 0.8], ""run_id"": ""EXP-001_regime_matching_baseline""}","Few-shot strategy=target_only, N=100. Calibration set sampled stratified by label quartile. || hardware_cpu_standard uses recovered hardware metadata from config/clusters.json: gpu_count_per_node<=0 and node_memory_gb<512, with partition recovered from queue."
123,experiments/EXP-123_few_shot_repair_non1337_target_only_n100_seed2025,True,target_only,100,2025,100,123,100,False,50,True,223,0.033519987333302526,0.08922074226865938,62.24405250767979,0.7530163092319972,0.005723603621909182,False,2026-03-16T23:35:56Z,,,hardware_cpu_standard,EXP-123_few_shot_repair_non1337_target_only_n100_seed2025,"{""matched_source_n"": 6995, ""matched_target_n"": 223, ""overlap_band"": [0.2, 0.8], ""run_id"": ""EXP-001_regime_matching_baseline""}","Few-shot strategy=target_only, N=100. Calibration set sampled stratified by label quartile. || hardware_cpu_standard uses recovered hardware metadata from config/clusters.json: gpu_count_per_node<=0 and node_memory_gb<512, with partition recovered from queue."
124,experiments/EXP-124_few_shot_repair_non1337_target_only_n200_seed2024,True,target_only,200,2024,173,50,173,True,50,True,223,-0.14395297860116552,0.08687306959805513,60.543794294815534,-0.5518180177436645,0.021436193166494283,False,2026-03-16T23:37:55Z,,,hardware_cpu_standard,EXP-124_few_shot_repair_non1337_target_only_n200_seed2024,"{""matched_source_n"": 6995, ""matched_target_n"": 223, ""overlap_band"": [0.2, 0.8], ""run_id"": ""EXP-001_regime_matching_baseline""}","Few-shot strategy=target_only, N=200. Calibration set sampled stratified by label quartile. || hardware_cpu_standard uses recovered hardware metadata from config/clusters.json: gpu_count_per_node<=0 and node_memory_gb<512, with partition recovered from queue. || Requested target calibration size 200 was capped to 173 to preserve at least 50 target evaluation rows."
125,experiments/EXP-125_few_shot_repair_non1337_target_only_n200_seed2025,True,target_only,200,2025,173,50,173,True,50,True,223,0.06466739638349317,0.0956437207069603,63.51430792042778,1.5703360118973366,0.016774633244502644,False,2026-03-16T23:39:53Z,,,hardware_cpu_standard,EXP-125_few_shot_repair_non1337_target_only_n200_seed2025,"{""matched_source_n"": 6995, ""matched_target_n"": 223, ""overlap_band"": [0.2, 0.8], ""run_id"": ""EXP-001_regime_matching_baseline""}","Few-shot strategy=target_only, N=200. Calibration set sampled stratified by label quartile. || hardware_cpu_standard uses recovered hardware metadata from config/clusters.json: gpu_count_per_node<=0 and node_memory_gb<512, with partition recovered from queue. || Requested target calibration size 200 was capped to 173 to preserve at least 50 target evaluation rows."
126,experiments/EXP-126_few_shot_repair_non1337_target_only_n500_seed2024,True,target_only,500,2024,173,50,173,True,50,True,223,-0.14395297860116552,0.08687306959805513,60.543794294815534,-0.5518180177436645,0.021436193166494283,False,2026-03-16T23:41:57Z,,,hardware_cpu_standard,EXP-126_few_shot_repair_non1337_target_only_n500_seed2024,"{""matched_source_n"": 6995, ""matched_target_n"": 223, ""overlap_band"": [0.2, 0.8], ""run_id"": ""EXP-001_regime_matching_baseline""}","Few-shot strategy=target_only, N=500. Calibration set sampled stratified by label quartile. || hardware_cpu_standard uses recovered hardware metadata from config/clusters.json: gpu_count_per_node<=0 and node_memory_gb<512, with partition recovered from queue. || Requested target calibration size 500 was capped to 173 to preserve at least 50 target evaluation rows."
127,experiments/EXP-127_few_shot_repair_non1337_target_only_n500_seed2025,True,target_only,500,2025,173,50,173,True,50,True,223,0.06466739638349317,0.0956437207069603,63.51430792042778,1.5703360118973366,0.016774633244502644,False,2026-03-16T23:43:58Z,,,hardware_cpu_standard,EXP-127_few_shot_repair_non1337_target_only_n500_seed2025,"{""matched_source_n"": 6995, ""matched_target_n"": 223, ""overlap_band"": [0.2, 0.8], ""run_id"": ""EXP-001_regime_matching_baseline""}","Few-shot strategy=target_only, N=500. Calibration set sampled stratified by label quartile. || hardware_cpu_standard uses recovered hardware metadata from config/clusters.json: gpu_count_per_node<=0 and node_memory_gb<512, with partition recovered from queue. || Requested target calibration size 500 was capped to 173 to preserve at least 50 target evaluation rows."
