r2,mae_log,rmse_log,mae_sec,mape,cluster,n_train,n_test
0.35595926407171086,1.8551487721985958,2.3012555288462386,15842.263450769864,3309.2363846570192,S,4802344,202308
0.25779672730366143,1.9490726341211053,2.5451440674922052,45266.6805227617,201.23088113307418,NONE,1891930,144161
