start_year,start_month,source_token,jobs,runtime_mean_sec,runtime_median_sec,runtime_p90_sec,runtime_p99_sec,wait_mean_sec,wait_median_sec,wait_p90_sec,ncores_mean,ncores_p90,peak_memused_mean,peak_memused_p90,peak_memused_p99,cpuuser_mean_of_mean,frac_jobs_with_gpu_samples,frac_jobs_with_mem_samples
2017,11,S,9888,19298.67404935275,2011,70907,172814,8124.615695792881,1,6481,188.53398058252426,483.11556017372436,9.057875419319998,19.093740306362065,30.38943161248385,61.454375410004204,0.0,1.0
2017,12,S,8784,21391.9375,3611,81666,172816,39410.791666666664,1857,112009,225.08378870673954,308.48689599150003,8.908001737556724,18.700384728659937,30.360357607498038,69.36161768052455,0.0,1.0
2018,1,S,5215,27100.083988494727,3624,86850,172820,35736.31217641419,26,101383,308.3873441994247,510.7336068628189,8.396161771665684,17.912918748749732,30.428813969494673,69.48059434888819,0.0,1.0
2018,2,S,698,11255.141833810889,445,28906,141532,15788.6776504298,1,102,159.40401146131805,306.39980030059814,8.42438673221621,21.768227741816137,31.108064330424895,23.021300101067496,0.0,1.0
2018,3,S,259,8850.123552123552,941,17243,172779,15594.34749034749,1,1572,26.687258687258687,48.0,11.38136407079959,30.276461137031106,30.359853444626424,19.602596292651263,0.0,1.0
2018,4,S,145,2905.0137931034483,179,4586,45710,2.268965517241379,1,7,16.0,16.0,8.387451724348397,23.407404995294655,30.333245108318806,15.03874561113051,0.0,1.0
2022,6,NONE,25,219846.68,216011,343808,345628,2197.56,1,1,420.24,2047.9995422363281,142.07696936000002,247.07972038766383,250.76933,64.43744331584281,0.0,1.0
2022,7,NONE,15504,16720.154411764706,133,15389,257248,15184.36919504644,1,1488,137.6424793601651,256.0,50.12412588933016,115.69833968786291,237.63877452415397,31.471080164478035,0.0,0.9986455108359134
2022,8,NONE,17952,23613.357731729055,1089,76189,256461,10096.040329768271,1,3320,194.90079099821747,512.0,66.96351830875533,181.2185581927611,250.7204639536539,28.952595504344632,0.0,0.9874108734402852
2022,9,NONE,20970,23066.52904148784,3614,53510,344424,9212.443204577969,1,10196,146.52088698140201,256.0,77.08195813586123,162.5506610554628,249.19291321830357,36.009222892288264,0.0,1.0
2022,10,NONE,55422,12283.213236620837,2053,12099,269607,27529.623127999712,5786,54075,134.67269315434305,128.0,78.77575068776557,138.60086617411764,250.26252209913693,34.86351677196472,0.0,0.9965537151311753
2022,11,NONE,7363,43763.13595002037,3608,170943,325829,13306.542577753633,27,11010,172.4441124541627,478.01494220236066,65.27395116639327,144.84467752142513,247.6820949070121,38.73118730499707,0.0,0.9957897596088551
2022,12,NONE,74458,8828.809718230412,329,5544,237611,944.5046066238685,10,49,96.59809557065728,128.0,46.594065968291254,90.13370775874729,231.24646605486882,20.39935562649235,0.0,0.9955679712052432
2023,1,NONE,14081,32124.65002485619,1882,86350,345615,6145.7223208578935,12,58,156.88814714864,512.0,73.57210713628804,154.87608641437305,299.0593890190454,28.662917394595702,0.0,0.983026773666643
2023,2,NONE,37163,12053.495681188278,1011,14521,247056,3636.0317789198934,10,3419,89.70284960848156,128.0,62.390297181879625,133.85475051654868,247.85632001049316,26.561588175553663,0.04151979119016226,0.9946452116352286
2023,3,NONE,13363,9442.895682107312,160,7685,249997,5638.259298061813,21,90,62.14368031130734,128.0,64.57644856654224,120.53846892419779,214.88743996645212,30.770176512524294,0.0019456708822869115,0.997530494649405
2023,4,NONE,96640,49728.299327400666,207,326190,345627,2348.4591783940396,24,167,75.21150662251655,128.0,48.86526166180144,95.69537771975463,221.73294149245768,44.92070319121033,0.0,1.0
2023,5,NONE,113401,63254.33254556838,510,345609,345625,4838.451406954084,30,157,62.81428735196339,128.0,50.58136076179154,100.436243626499,215.51163829073786,43.41543301091063,0.0,0.9456530365693424
2023,6,NONE,13,220621.61538461538,274359,274378,274380,12260.23076923077,18,47278,47.69230769230769,63.99997520446777,101.977919,170.4412,170.4412,89.57760783792553,0.0,0.23076923076923078
