train_clusters,test_cluster,r2,r2_ci_low,r2_ci_high,smape,shift_smd_mean,shift_jsd_mean
S,C,-0.1156382527828412,-0.1180315359297089,-0.1132209835206668,88.35589560742052,1.1852951603757418,0.3993929765724227
C,S,-0.3333082669917053,-0.3448464298688471,-0.3231637507338239,42.86667402915326,112801900.39758772,0.3866313204168872
NONE,S,-6.432700558288518,-6.539674464213962,-6.331339468336109,151.06144407498886,1.0630116808458274,0.2560169228952046
NONE,C,-6.729202857717136,-6.760805549289962,-6.701419010307085,173.9810306518944,0.5523571843523635,0.2373547139249602
C,NONE,-7.675811776378389,-7.735475503307702,-7.620979328750215,144.1924976114626,71604568.76656364,0.2562872367591456
S,NONE,-21.33346885886639,-21.50333796694607,-21.153556158208577,161.94592543048486,0.7944824531869189,0.3275346751057807
